-8.5255,-2.1084,-2.4537,3.4072,-2.4906
1.9156,1.8537,-1.7264,-0.81615,-0.0055131
-5.7432,-1.6349,3.6024,-9.2422,3.5357
0.90574,-0.44396,-0.4344,-1.7505,1.0454
5.6001,-1.0133,8.0628,-1.3347,1.5923
2.4663,1.4108,-2.0587,3.5689,-0.99286
2.4813,-4.6745,-1.3694,2.8195,-2.4328
-1.793,4.3847,2.1162,2.1659,-0.044294
-10.533,-5.8908,3.4081,2.9972,-5.9201
-7.5126,0.42718,-2.5024,2.6955,-3.7386
-1.2986,0.39494,2.0061,-2.0965,-0.38268
-0.11098,6.8814,-1.798,0.46749,-2.1134
-7.7303,-1.5436,5.5219,-0.87795,-2.9088
5.6738,5.6183,-2.305,-2.2713,1.0742
1.606,2.5836,1.4427,-1.5714,0.59316
4.2714,-3.7259,-0.44149,0.78126,2.7689
-14.062,-4.997,-1.9023,3.6657,1.1538
1.213,-7.3027,3.8164,3.626,3.938
2.7096,1.1976,-0.066751,2.5899,-0.2387
-4.2425,-2.2901,4.0796,0.91268,4.0057
0.21689,-0.48082,-0.25774,2.9489,4.399
6.3548,3.1124,-0.25104,-2.609,-0.6174
-0.95895,4.9558,6.1855,-2.1105,-3.0525
-6.6241,5.6573,2.844,3.711,0.14974
-8.1383,-0.84738,-1.0701,-2.3436,0.56631
-6.6195,-2.2288,-5.9716,-0.49186,-2.5364
2.4682,-0.23181,1.439,1.3454,-5.5663
-0.61086,3.495,6.0031,-2.5958,-2.6193
1.5367,0.77192,1.4283,0.34274,0.25887
-8.0418,-7.3707,2.6315,-4.0914,-3.9305
2.2167,-1.022,-0.074769,-2.0521,5.5352
0.37286,-1.016,-1.2154,2.0585,0.95506
-5.3606,2.6604,-1.5716,0.90383,-0.24667
0.017194,-2.0769,-0.88162,-0.077899,-0.36957
-4.9592,0.53004,0.83521,0.85361,-2.1439
-3.7265,2.9033,1.3284,2.6232,-0.89102
-0.40491,6.3429,-0.30318,0.48422,-1.2612
-5.6861,-2.4978,-3.7718,-1.0057,-2.1705
-2.81,-4.6411,1.2566,-0.46978,2.8793
-3.061,5.3912,0.43164,-1.4034,-2.394
-2.6305,0.54475,0.040514,2.3399,-1.2891
0.55829,1.5497,0.12347,0.67229,-1.4275
-6.6087,-0.18468,5.134,1.8158,-0.4889
1.5697,2.6172,1.5543,2.9312,-8.0312
0.21951,2.661,-12.832,-5.0607,1.5027
